movie_title,genres,title_year,imdb_score,imdb_rating,country,budget,gross,director_name,
Kangaroo Jack ,Action,2003,4.4,4,USA,60000000,66734992,David McNally,
Coraline ,Animation,2009,7.7,8,USA,60000000,75280058,Henry Selick,
The Happening ,Sci-Fi,2008,5,5,USA,48000000,64505912,M. Night Shyamalan,0
Man on Fire ,Action,2004,7.7,8,USA,70000000,77862546,Tony Scott,
The Shaggy Dog ,Comedy,2006,4.4,4,USA,50000000,61112916,Brian Robbins,
Starsky & Hutch ,Comedy,2004,6.1,6,USA,60000000,88200225,Todd Phillips,
Jingle All the Way ,Comedy,1996,5.4,5,USA,60000000,60573641,Brian Levant,
Hellboy ,Action,2004,6.8,7,USA,66000000,59035104,Guillermo del Toro,
A Civil Action ,Drama,1998,6.5,7,USA,60000000,56702901,Steven Zaillian,
ParaNorman ,Adventure,2012,7,7,USA,60000000,55994557,Chris Butler,
The Jackal ,Action,1997,6.3,6,USA,60000000,54910560,Michael Caton-Jones,
Paycheck ,Action,2003,6.3,6,USA,60000000,53789313,John Woo,
Up Close & Personal ,Drama,1996,6.1,6,USA,60000000,51045801,Jon Avnet,
The Tale of Despereaux ,Adventure,2008,6.1,6,UK,60000000,50818750,Sam Fell,
The Tuxedo ,Action,2002,5.3,5,USA,60000000,50189179,Kevin Donovan,
Under Siege 2: Dark Territory ,Action,1995,5.4,5,USA,60000000,50024083,Geoff Murphy,
Jack Ryan: Shadow Recruit ,Action,2014,6.2,6,USA,60000000,50549107,Kenneth Branagh,
Joy ,Biography,2015,6.6,7,USA,60000000,56443482,David O. Russell,
London Has Fallen ,Action,2016,5.9,6,UK,60000000,62401264,Babak Najafi,
Alien: Resurrection ,Action,1997,6.3,6,USA,75000000,47748610,Jean-Pierre Jeunet,
Shooter ,Action,2007,7.2,7,USA,61000000,46975183,Antoine Fuqua,
The Boxtrolls ,Adventure,2014,6.8,7,USA,60000000,50807639,Graham Annable,
Practical Magic ,Comedy,1998,6.1,6,USA,48000000,46611204,Griffin Dunne,
The Lego Movie ,Action,2014,7.8,8,Australia,60000000,257756197,Phil Lord,
Miss Congeniality 2: Armed and Fabulous ,Action,2005,5,5,USA,45000000,48472213,John Pasquin,
Reign of Fire ,Action,2002,6.2,6,USA,60000000,43060566,Rob Bowman,
Gangster Squad ,Action,2013,6.7,7,USA,60000000,45996718,Ruben Fleischer,
Year One ,Adventure,2009,4.9,5,USA,60000000,43337279,Harold Ramis,
Invictus ,Biography,2009,7.4,7,USA,60000000,37479778,Clint Eastwood,
Duplicity ,Comedy,2009,6.2,6,USA,60000000,40559930,Tony Gilroy,
My Favorite Martian ,Comedy,1999,4.9,5,USA,65000000,36830057,Donald Petrie,
The Sentinel ,Action,2006,6.1,6,USA,60000000,36279230,Clark Johnson,
Planet 51 ,Adventure,2009,6.1,6,Spain,70000000,42194060,Jorge Blanco,
Star Trek: Nemesis ,Action,2002,6.4,6,USA,60000000,43119879,Stuart Baird,
Intolerable Cruelty ,Comedy,2003,6.3,6,USA,60000000,35096190,Joel Coen,
Edge of Darkness ,Crime,2010,6.6,7,UK,80000000,43290977,Martin Campbell,
The Relic ,Horror,1997,5.7,6,UK,40000000,33927476,Peter Hyams,
Analyze That ,Comedy,2002,5.9,6,USA,60000000,32122249,Harold Ramis,
Righteous Kill ,Action,2008,6,6,USA,60000000,40076438,Jon Avnet,
Mercury Rising ,Action,1998,6.1,6,USA,60000000,32940507,Harold Becker,
The Soloist ,Biography,2009,6.7,7,UK,60000000,31670931,Joe Wright,
The Legend of Bagger Vance ,Drama,2000,6.7,7,USA,60000000,30695227,Robert Redford,
Almost Famous ,Adventure,2000,7.9,8,USA,60000000,32522352,Cameron Crowe,
xXx: State of the Union ,Action,2005,4.3,4,USA,87000000,26082914,Lee Tamahori,
Priest ,Action,2011,5.7,6,USA,60000000,29136626,Scott Stewart,
Sinbad: Legend of the Seven Seas ,Adventure,2003,6.7,7,USA,60000000,26288320,Patrick Gilmore,
Event Horizon ,Horror,1997,6.7,7,UK,60000000,26616590,Paul W.S. Anderson,
The Avengers ,Action,2012,8.1,8,USA,220000000,623279547,Joss Whedon,
Dragonfly ,Drama,2002,6.1,6,USA,60000000,30063805,Tom Shadyac,
The Black Dahlia ,Crime,2006,5.6,6,Germany,50000000,22518325,Brian De Palma,
Flyboys ,Action,2006,6.6,7,UK,60000000,13082288,Tony Bill,
The Last Castle ,Action,2001,6.9,7,USA,60000000,18208078,Rod Lurie,
Supernova ,Horror,2000,4.8,5,USA,65000000,14218868,Walter Hill,
Winter's Tale ,Drama,2014,6.2,6,USA,60000000,22451,Akiva Goldsman,
The Mortal Instruments: City of Bones ,Fantasy,2013,6,6,USA,60000000,31165421,Harald Zwart,0
Meet Dave ,Adventure,2008,4.9,5,USA,60000000,11802056,Brian Robbins,
Dark Water ,Drama,2005,5.6,6,USA,30000000,25472967,Walter Salles,
Edtv ,Comedy,1999,6.1,6,USA,55000000,22362500,Ron Howard,
Inkheart ,Adventure,2008,6.1,6,Germany,60000000,17281832,Iain Softley,
The Spirit ,Action,2008,4.8,5,USA,60000000,19781879,Frank Miller,
Mortdecai ,Action,2015,5.5,6,UK,60000000,7605668,David Koepp,
In the Name of the King: A Dungeon Siege Tale ,Action,2007,3.8,4,Germany,60000000,4535117,Uwe Boll,
Beyond Borders ,Adventure,2003,6.5,7,USA,35000000,4426297,Martin Campbell,
The Great Raid ,Action,2005,6.7,7,USA,80000000,10166502,John Dahl,
Deadpool ,Action,2016,8.1,8,USA,58000000,363024263,Tim Miller,
Holy Man ,Comedy,1998,4.9,5,USA,60000000,12065985,Stephen Herek,
American Sniper ,Action,2014,7.3,7,USA,58800000,350123553,Clint Eastwood,
Goosebumps ,Adventure,2015,6.4,6,USA,58000000,80021740,Rob Letterman,
Just Like Heaven ,Comedy,2005,6.7,7,USA,58000000,48291624,Mark Waters,
The Flintstones in Viva Rock Vegas ,Comedy,2000,3.6,4,USA,60000000,35231365,Brian Levant,
Rambo III ,Action,1988,5.7,6,USA,63000000,53715611,Peter MacDonald,
Leatherheads ,Comedy,2008,6,6,USA,58000000,31199215,George Clooney,
Did You Hear About the Morgans? ,Comedy,2009,4.7,5,USA,58000000,29580087,Marc Lawrence,
The Internship ,Comedy,2013,6.3,6,USA,58000000,44665963,Shawn Levy,
Resident Evil: Afterlife ,Action,2010,5.9,6,Germany,60000000,60128566,Paul W.S. Anderson,
Red Tails ,Action,2012,5.9,6,USA,58000000,49875589,Anthony Hemingway,
The Devil's Advocate ,Drama,1997,7.5,8,USA,57000000,60984028,Taylor Hackford,
That's My Boy ,Comedy,2012,5.6,6,USA,70000000,36931089,Sean Anders,
DragonHeart ,Action,1996,6.4,6,USA,57000000,51317350,Rob Cohen,
After the Sunset ,Action,2004,6.3,6,USA,58000000,28328132,Brett Ratner,
Ghost Rider: Spirit of Vengeance ,Action,2011,4.3,4,USA,57000000,51774002,Mark Neveldine,
Captain Corelli's Mandolin ,Drama,2001,5.9,6,UK,57000000,25528495,John Madden,
The Pacifier ,Action,2005,5.5,6,Canada,56000000,113006880,Adam Shankman,
Walking Tall ,Action,2004,6.2,6,USA,56000000,45860039,Kevin Bray,
Forrest Gump ,Comedy,1994,8.8,9,USA,55000000,329691196,Robert Zemeckis,
Alvin and the Chipmunks ,Animation,2007,5.2,5,USA,60000000,217326336,Tim Hill,
Meet the Parents ,Comedy,2000,7,7,USA,55000000,166225040,Jay Roach,
Pocahontas ,Adventure,1995,6.6,7,USA,55000000,141600000,Mike Gabriel,
Superman ,Action,1978,7.3,7,USA,55000000,134218018,Richard Donner,
The Nutty Professor ,Comedy,1996,5.6,6,USA,54000000,128769345,Tom Shadyac,
Hitch ,Comedy,2005,6.6,7,USA,70000000,177575142,Andy Tennant,
George of the Jungle ,Action,1997,5.4,5,USA,55000000,105263257,Sam Weisman,
American Wedding ,Comedy,2003,6.3,6,USA,55000000,104354205,Jesse Dylan,
Captain Phillips ,Biography,2013,7.9,8,USA,55000000,107100855,Paul Greengrass,
Date Night ,Comedy,2010,6.3,6,USA,55000000,98711404,Shawn Levy,
Casper ,Comedy,1995,6,6,USA,50000000,100328194,Brad Silberling,
The Equalizer ,Action,2014,7.2,7,USA,55000000,101530738,Antoine Fuqua,
Maid in Manhattan ,Comedy,2002,5.1,5,USA,55000000,93815117,Wayne Wang,
Crimson Tide ,Action,1995,7.3,7,USA,53000000,91400000,Tony Scott,
The Pursuit of Happyness ,Biography,2006,8,8,USA,55000000,162586036,Gabriele Muccino,
Flightplan ,Drama,2005,6.2,6,USA,55000000,89706988,Robert Schwentke,
Disclosure ,Drama,1994,6,6,USA,55000000,83000000,Barry Levinson,
City of Angels ,Drama,1998,6.7,7,Germany,55000000,78745923,Brad Silberling,
Kill Bill: Vol. 1 ,Action,2003,8.1,8,USA,30000000,70098138,Quentin Tarantino,
Bowfinger ,Comedy,1999,6.4,6,USA,55000000,66365290,Frank Oz,
Kill Bill: Vol. 2 ,Action,2004,8,8,USA,30000000,66207920,Quentin Tarantino,
Tango & Cash ,Action,1989,6.3,6,USA,55000000,63408614,Andrey Konchalovskiy,
Death Becomes Her ,Comedy,1992,6.4,6,USA,55000000,58422650,Robert Zemeckis,
Shanghai Noon ,Action,2000,6.6,7,USA,55000000,56932305,Tom Dey,
Executive Decision ,Action,1996,6.4,6,USA,55000000,68750000,Stuart Baird,
Mr. Popper's Penguins ,Comedy,2011,6,6,USA,55000000,68218041,Mark Waters,
The Forbidden Kingdom ,Action,2008,6.6,7,USA,55000000,25040293,Rob Minkoff,
Free Birds ,Adventure,2013,5.9,6,USA,55000000,55747724,Jimmy Hayward,
Alien 3 ,Action,1992,6.4,6,USA,50000000,55473600,David Fincher,
Evita ,Biography,1996,6.3,6,USA,55000000,49994804,Alan Parker,
Ronin ,Action,1998,7.3,7,UK,55000000,41609593,John Frankenheimer,
The Ghost and the Darkness ,Adventure,1996,6.8,7,USA,55000000,38553833,Stephen Hopkins,
Paddington ,Animation,2014,7.2,7,UK,55000000,76137505,Paul King,
The Watch ,Action,2012,5.7,6,USA,68000000,34350553,Akiva Schaffer,
The Hunted ,Action,2003,6,6,USA,55000000,34238611,William Friedkin,
Instinct ,Drama,1999,6.5,7,USA,55000000,34098563,Jon Turteltaub,
Stuck on You ,Comedy,2003,5.8,6,USA,55000000,33828318,Bobby Farrelly,
Semi-Pro ,Comedy,2008,5.8,6,USA,55000000,33472850,Kent Alterman,
The Pirates! Band of Misfits ,Adventure,2012,6.7,7,UK,55000000,31051126,Peter Lord,
Changeling ,Crime,2008,7.8,8,USA,55000000,35707327,Clint Eastwood,
Chain Reaction ,Action,1996,5.6,6,USA,50000000,20550712,Andrew Davis,
The Fan ,Action,1996,5.8,6,USA,55000000,18573791,Tony Scott,
The Phantom of the Opera ,Drama,2004,7.4,7,UK,70000000,51225796,Joel Schumacher,
Elizabeth: The Golden Age ,Biography,2007,6.9,7,UK,55000000,16264475,Shekhar Kapur,
Æon Flux ,Action,2005,5.5,6,USA,62000000,25857987,Karyn Kusama,
Gods and Generals ,Drama,2003,6.3,6,USA,56000000,12870569,Ron Maxwell,
Turbulence ,Action,1997,4.7,5,USA,71000000,11466088,Robert Butler,
Imagine That ,Comedy,2009,5.6,6,USA,55000000,16088610,Karey Kirkpatrick,
Muppets Most Wanted ,Adventure,2014,6.4,6,USA,50000000,51178893,James Bobin,
Thunderbirds ,Action,2004,4.2,4,UK,57000000,6768055,Jonathan Frakes,
Burlesque ,Drama,2010,6.4,6,USA,55000000,39440655,Steve Antin,
A Very Long Engagement ,Drama,2004,7.7,8,France,47000000,6167817,Jean-Pierre Jeunet,
Blade II ,Action,2002,6.7,7,USA,54000000,81645152,Guillermo del Toro,
Seven Pounds ,Drama,2008,7.7,8,USA,55000000,69951824,Gabriele Muccino,
Bullet to the Head ,Action,2012,5.7,6,USA,55000000,9483821,Walter Hill,
The Godfather: Part III ,Crime,1990,7.6,8,USA,54000000,66676062,Francis Ford Coppola,
Elizabethtown ,Comedy,2005,6.4,6,USA,57000000,26838389,Cameron Crowe,
"You, Me and Dupree ",Comedy,2006,5.6,6,USA,54000000,75604320,Anthony Russo,
Superman II ,Action,1980,6.8,7,USA,54000000,108200000,Richard Lester,
Gigli ,Comedy,2003,2.4,2,USA,54000000,5660084,Martin Brest,
All the King's Men ,Drama,2006,6.2,6,Germany,55000000,7221458,Steven Zaillian,
Shaft ,Action,2000,5.9,6,Germany,46000000,70327868,John Singleton,
Anastasia ,Adventure,1997,7.1,7,USA,50000000,58297830,Don Bluth,
Moulin Rouge! ,Drama,2001,7.6,8,USA,52500000,57386369,Baz Luhrmann,
Domestic Disturbance ,Crime,2001,5.5,6,USA,53000000,45207112,Harold Becker,
Black Mass ,Biography,2015,7,7,USA,53000000,62563543,Scott Cooper,
Flags of Our Fathers ,Drama,2006,7.1,7,USA,90000000,33574332,Clint Eastwood,
Law Abiding Citizen ,Crime,2009,7.4,7,USA,50000000,73343413,F. Gary Gray,
Grindhouse ,Action,2007,7.6,8,USA,53000000,25031037,Robert Rodriguez,
Beloved ,Drama,1998,5.9,6,USA,55000000,22843047,Jonathan Demme,
Lucky You ,Drama,2007,5.9,6,USA,55000000,5755286,Curtis Hanson,
Catch Me If You Can ,Biography,2002,8,8,USA,52000000,164435221,Steven Spielberg,
Zero Dark Thirty ,Drama,2012,7.4,7,USA,40000000,95720716,Kathryn Bigelow,
The Break-Up ,Comedy,2006,5.8,6,USA,52000000,118683135,Peyton Reed,
Mamma Mia! ,Comedy,2008,6.3,6,USA,52000000,143704210,Phyllida Lloyd,
Valentine's Day ,Comedy,2010,5.7,6,USA,52000000,110476776,Garry Marshall,
The Dukes of Hazzard ,Action,2005,5.1,5,USA,50000000,80270227,Jay Chandrasekhar,
The Thin Red Line ,Drama,1998,7.6,8,USA,52000000,36385763,Terrence Malick,
The Change-Up ,Comedy,2011,6.4,6,USA,52000000,37035845,David Dobkin,
Man on the Moon ,Biography,1999,7.4,7,UK,52000000,34580635,Milos Forman,
Casino ,Biography,1995,8.2,8,USA,52000000,42438300,Martin Scorsese,
From Paris with Love ,Action,2010,6.5,7,France,52000000,23324666,Pierre Morel,
Bulletproof Monk ,Action,2003,5.5,6,USA,52000000,23020488,Paul Hunter,
"Me, Myself & Irene ",Comedy,2000,6.5,7,USA,51000000,90567722,Bobby Farrelly,
Barnyard ,Animation,2006,5.6,6,Germany,51000000,72601713,Steve Oedekerk,
The Twilight Saga: New Moon ,Adventure,2009,4.6,5,USA,50000000,296623634,Chris Weitz,
Shrek ,Adventure,2001,7.9,8,USA,60000000,267652016,Andrew Adamson,
The Adjustment Bureau ,Romance,2011,7.1,7,USA,50200000,62453315,George Nolfi,0
Robin Hood: Prince of Thieves ,Action,1991,6.9,7,USA,48000000,165500000,Kevin Reynolds,
Jerry Maguire ,Comedy,1996,7.3,7,USA,50000000,153620822,Cameron Crowe,
Ted ,Comedy,2012,7,7,USA,50000000,218628680,Seth MacFarlane,
As Good as It Gets ,Comedy,1997,7.7,8,USA,50000000,147637474,James L. Brooks,
Patch Adams ,Biography,1998,6.7,7,USA,50000000,135014968,Tom Shadyac,
Anchorman 2: The Legend Continues ,Comedy,2013,6.3,6,USA,50000000,2175312,Adam McKay,
Mr. Deeds ,Comedy,2002,5.8,6,USA,50000000,126203320,Steven Brill,
Super 8 ,Mystery,2011,7.1,7,USA,50000000,126975169,J.J. Abrams,0
Erin Brockovich ,Biography,2000,7.3,7,USA,52000000,125548685,Steven Soderbergh,
How to Lose a Guy in 10 Days ,Comedy,2003,6.4,6,USA,50000000,105807520,Donald Petrie,
22 Jump Street ,Action,2014,7.1,7,USA,50000000,191616238,Phil Lord,
Interview with the Vampire: The Vampire Chronicles ,Drama,1994,7.6,8,USA,60000000,105264608,Neil Jordan,
Yes Man ,Comedy,2008,6.8,7,USA,70000000,97680195,Peyton Reed,
Central Intelligence ,Action,2016,6.6,7,USA,50000000,126088877,Rawson Marshall Thurber,
Stepmom ,Comedy,1998,6.7,7,USA,50000000,91030827,Chris Columbus,
Daddy's Home ,Comedy,2015,6.1,6,USA,50000000,150315155,Sean Anders,
Into the Woods ,Adventure,2014,6,6,USA,50000000,127997349,Rob Marshall,
Inside Man ,Crime,2006,7.6,8,USA,45000000,88504640,Spike Lee,
Payback ,Action,1999,7.1,7,USA,50000000,81517441,Brian Helgeland,
Congo ,Action,1995,5,5,USA,50000000,81022333,Frank Marshall,
Knowing ,Drama,2009,6.2,6,USA,50000000,79948113,Alex Proyas,
Failure to Launch ,Comedy,2006,5.6,6,USA,50000000,88658172,Tom Dey,
"Crazy, Stupid, Love. ",Comedy,2011,7.4,7,USA,50000000,84244877,Glenn Ficarra,
Garfield ,Animation,2004,5,5,USA,35000000,75367693,Peter Hewitt,
Christmas with the Kranks ,Comedy,2004,5.2,5,USA,60000000,73701902,Joe Roth,
Moneyball ,Biography,2011,7.6,8,USA,50000000,75605492,Bennett Miller,
Outbreak ,Action,1995,6.6,7,USA,50000000,67823573,Wolfgang Petersen,
Non-Stop ,Action,2014,7,7,UK,50000000,91439400,Jaume Collet-Serra,
Race to Witch Mountain ,Action,2009,5.7,6,USA,65000000,67128202,Andy Fickman,
V for Vendetta ,Action,2005,8.2,8,USA,54000000,70496802,James McTeigue,
Shanghai Knights ,Action,2003,6.2,6,USA,50000000,60470220,David Dobkin,
Curious George ,Adventure,2006,6.6,7,USA,50000000,58336565,Matthew O'Callaghan,
Herbie Fully Loaded ,Adventure,2005,4.7,5,USA,50000000,66002004,Angela Robinson,
Don't Say a Word ,Crime,2001,6.3,6,USA,50000000,54997476,Gary Fleder,
Hansel & Gretel: Witch Hunters ,Action,2013,6.1,6,Germany,50000000,55682070,Tommy Wirkola,
Unfaithful ,Drama,2002,6.7,7,USA,50000000,52752475,Adrian Lyne,
I Am Number Four ,Action,2011,6.1,6,USA,60000000,55092830,D.J. Caruso,
Syriana ,Drama,2005,7,7,USA,50000000,50815288,Stephen Gaghan,
13 Hours ,Action,2016,7.4,7,USA,50000000,52822418,Michael Bay,
The Book of Life ,Adventure,2014,7.3,7,USA,50000000,50150619,Jorge R. Gutiérrez,
Firewall ,Crime,2006,5.8,6,USA,50000000,48745150,Richard Loncraine,
Absolute Power ,Action,1997,6.7,7,USA,50000000,50007168,Clint Eastwood,
G.I. Jane ,Action,1997,5.8,6,USA,50000000,48154732,Ridley Scott,
The Game ,Drama,1997,7.8,8,USA,50000000,48265581,David Fincher,
Silent Hill ,Adventure,2006,6.6,7,Canada,50000000,46982632,Christophe Gans,
The Replacements ,Comedy,2000,6.5,7,USA,50000000,44737059,Howard Deutch,
American Reunion ,Comedy,2012,6.7,7,USA,50000000,56724080,Jon Hurwitz,
The Negotiator ,Action,1998,7.3,7,Germany,50000000,44484065,F. Gary Gray,
Into the Storm ,Action,2014,5.8,6,USA,50000000,47553512,Steven Quale,
Beverly Hills Cop III ,Action,1994,5.5,6,USA,55000000,42610000,John Landis,
Gremlins 2: The New Batch ,Comedy,1990,6.3,6,USA,50000000,41482207,Joe Dante,
The Judge ,Crime,2014,7.4,7,USA,50000000,47105085,David Dobkin,
The Peacemaker ,Action,1997,5.9,6,USA,50000000,41256277,Mimi Leder,
Resident Evil: Apocalypse ,Action,2004,6.2,6,Germany,45000000,50740078,Alexander Witt,
Bridget Jones: The Edge of Reason ,Comedy,2004,5.9,6,UK,40000000,40203020,Beeban Kidron,
Out of Time ,Crime,2003,6.5,7,USA,50000000,40905277,Carl Franklin,
On Deadly Ground ,Action,1994,4.4,4,USA,50000000,38590500,Steven Seagal,
The Adventures of Sharkboy and Lavagirl 3-D ,Action,2005,3.5,4,USA,50000000,39177541,Robert Rodriguez,
The Beach ,Adventure,2000,6.6,7,USA,50000000,39778599,Danny Boyle,
Raising Helen ,Comedy,2004,6,6,USA,50000000,37486138,Garry Marshall,
Ninja Assassin ,Action,2009,6.4,6,USA,40000000,38105077,James McTeigue,
For Love of the Game ,Drama,1999,6.5,7,USA,50000000,35168395,Sam Raimi,
Striptease ,Comedy,1996,4.3,4,USA,40000000,32800000,Andrew Bergman,
Marmaduke ,Comedy,2010,4.2,4,USA,50000000,33643461,Tom Dey,
Hereafter ,Drama,2010,6.5,7,USA,50000000,32741596,Clint Eastwood,
Murder by Numbers ,Crime,2002,6.1,6,USA,50000000,31874869,Barbet Schroeder,
Assassins ,Action,1995,6.3,6,France,50000000,30306268,Richard Donner,
Hannibal Rising ,Crime,2007,6.2,6,UK,50000000,27667947,Peter Webber,
The Story of Us ,Comedy,1999,5.9,6,USA,50000000,27067160,Rob Reiner,
The Host ,Action,2013,5.9,6,USA,40000000,26616999,Andrew Niccol,
Basic ,Action,2003,6.5,7,Germany,50000000,26536120,John McTiernan,
Blood Work ,Action,2002,6.4,6,USA,50000000,26199517,Clint Eastwood,
The International ,Action,2009,6.5,7,USA,50000000,25450527,Tom Tykwer,
Escape from L.A. ,Action,1996,5.7,6,USA,50000000,25407250,John Carpenter,
The Iron Giant ,Action,1999,8,8,USA,70000000,23159305,Brad Bird,
The Life Aquatic with Steve Zissou ,Adventure,2004,7.3,7,USA,50000000,24006726,Wes Anderson,
Free State of Jones ,Action,2016,6.7,7,USA,50000000,20389967,Gary Ross,
The Life of David Gale ,Crime,2003,7.5,8,USA,50000000,19593740,Alan Parker,
Man of the House ,Action,2005,5.4,5,USA,40000000,19118247,Stephen Herek,
Run All Night ,Action,2015,6.6,7,USA,50000000,26442251,Jaume Collet-Serra,
Eastern Promises ,Crime,2007,7.7,8,USA,25000000,17114882,David Cronenberg,
Into the Blue ,Action,2005,5.8,6,USA,50000000,18472363,John Stockwell,
The Messenger: The Story of Joan of Arc ,Adventure,1999,6.4,6,France,390000000,14131298,Luc Besson,
Your Highness ,Adventure,2011,5.6,6,USA,49900000,21557240,David Gordon Green,
Dream House ,Drama,2011,6,6,USA,55000000,21283440,Jim Sheridan,
Mad City ,Crime,1997,6.2,6,USA,50000000,10556196,Costa-Gavras,
Baby's Day Out ,Adventure,1994,5.9,6,USA,50000000,16671505,Patrick Read Johnson,
The Scarlet Letter ,Drama,1995,5.1,5,USA,50000000,10400000,Roland Joffé,
Fair Game ,Biography,2010,6.8,7,USA,22000000,9528092,Doug Liman,
Domino ,Action,2005,6,6,France,50000000,10137232,Tony Scott,
Jade ,Crime,1995,5.1,5,USA,50000000,9795017,William Friedkin,
Gamer ,Action,2009,5.8,6,USA,50000000,20488579,Mark Neveldine,
Beautiful Creatures ,Drama,2013,6.2,6,USA,60000000,19445217,Richard LaGravenese,
Death to Smoochy ,Comedy,2002,6.4,6,UK,55000000,8355815,Danny DeVito,
Zoolander 2 ,Comedy,2016,4.8,5,USA,50000000,28837115,Ben Stiller,
The Big Bounce ,Comedy,2004,4.9,5,USA,50000000,6471394,George Armitage,
What Planet Are You From? ,Comedy,2000,5.6,6,USA,50000000,6291602,Mike Nichols,
Drive Angry ,Action,2011,5.5,6,USA,50000000,10706786,Patrick Lussier,
Street Fighter: The Legend of Chun-Li ,Action,2009,3.7,4,Canada,18000000,8742261,Andrzej Bartkowiak,
The One ,Action,2001,5.9,6,USA,49000000,43905746,James Wong,
The Adventures of Ford Fairlane ,Action,1990,6.3,6,USA,40000000,21413502,Renny Harlin,
Traffic ,Crime,2000,7.6,8,USA,48000000,124107476,Steven Soderbergh,
Indiana Jones and the Last Crusade ,Action,1989,8.3,8,USA,48000000,197171806,Steven Spielberg,
Chappie ,Action,2015,6.9,7,USA,49000000,31569268,Neill Blomkamp,
The Bone Collector ,Crime,1999,6.7,7,USA,48000000,66488090,Phillip Noyce,
Panic Room ,Crime,2002,6.8,7,USA,48000000,95308367,David Fincher,
Three Kings ,Action,1999,7.1,7,USA,48000000,60652036,David O. Russell,
Child 44 ,Crime,2015,6.4,6,Czech Republic,50000000,1206135,Daniel Espinosa,
Rat Race ,Adventure,2001,6.4,6,Canada,48000000,56607223,Jerry Zucker,
K-PAX ,Drama,2001,7.4,7,USA,48000000,50173190,Iain Softley,
Kate & Leopold ,Comedy,2001,6.4,6,USA,48000000,47095453,James Mangold,
Bedazzled ,Comedy,2000,6,6,USA,48000000,37879996,Harold Ramis,
The Cotton Club ,Crime,1984,6.5,7,USA,58000000,25900000,Francis Ford Coppola,
3:10 to Yuma ,Adventure,2007,7.8,8,USA,55000000,53574088,James Mangold,
Taken 3 ,Action,2014,6,6,France,48000000,89253340,Olivier Megaton,
Out of Sight ,Crime,1998,7,7,USA,48000000,37339525,Steven Soderbergh,
The Cable Guy ,Comedy,1996,6,6,USA,47000000,60154431,Ben Stiller,
Dick Tracy ,Action,1990,6.1,6,USA,100000000,103738726,Warren Beatty,
The Thomas Crown Affair ,Crime,1999,6.8,7,USA,48000000,69304264,John McTiernan,
Riding in Cars with Boys ,Biography,2001,6.4,6,USA,48000000,29781453,Penny Marshall,
Happily N'Ever After ,Adventure,2006,4.5,5,USA,47000000,15519841,Paul Bolger,
Mary Reilly ,Drama,1996,5.8,6,USA,47000000,5600000,Stephen Frears,
My Best Friend's Wedding ,Comedy,1997,6.3,6,USA,46000000,126805112,P.J. Hogan,
America's Sweethearts ,Comedy,2001,5.7,6,USA,48000000,93607673,Joe Roth,
Insomnia ,Drama,2002,7.2,7,USA,46000000,67263182,Christopher Nolan,
Star Trek: First Contact ,Action,1996,7.6,8,USA,45000000,92001027,Jonathan Frakes,
Jonah Hex ,Action,2010,4.7,5,USA,47000000,10539414,Jimmy Hayward,
Courage Under Fire ,Action,1996,6.6,7,USA,46000000,58918501,Edward Zwick,
Liar Liar ,Comedy,1997,6.8,7,USA,45000000,181395380,Tom Shadyac,
The Infiltrator ,Biography,2016,7.3,7,UK,25000000,14946229,Brad Furman,
The Flintstones ,Comedy,1994,4.8,5,USA,45000000,130512915,Brian Levant,
Taken 2 ,Action,2012,6.3,6,France,45000000,139852971,Olivier Megaton,
Scary Movie 3 ,Comedy,2003,5.5,6,USA,48000000,110000082,David Zucker,
Miss Congeniality ,Action,2000,6.2,6,USA,45000000,106807667,Donald Petrie,
Journey to the Center of the Earth ,Action,2008,5.8,6,USA,45000000,101702060,Eric Brevig,
The Princess Diaries 2: Royal Engagement ,Comedy,2004,5.7,6,USA,40000000,95149435,Garry Marshall,
The Pelican Brief ,Crime,1993,6.5,7,USA,45000000,100768056,Alan J. Pakula,
The Client ,Crime,1994,6.7,7,USA,45000000,92115211,Joel Schumacher,
The Bucket List ,Adventure,2007,7.4,7,USA,45000000,93452056,Rob Reiner,
Patriot Games ,Action,1992,6.9,7,USA,45000000,83287363,Phillip Noyce,
Monster-in-Law ,Comedy,2005,5.5,6,Germany,60000000,82931301,Robert Luketic,
Prisoners ,Crime,2013,8.1,8,USA,46000000,60962878,Denis Villeneuve,
Training Day ,Crime,2001,7.7,8,USA,45000000,76261036,Antoine Fuqua,
Galaxy Quest ,Adventure,1999,7.3,7,USA,45000000,71423726,Dean Parisot,
Scary Movie 2 ,Comedy,2001,5.2,5,USA,45000000,71277420,Keenen Ivory Wayans,
The Muppets ,Adventure,2011,7.1,7,USA,45000000,88625922,James Bobin,
Blade ,Action,1998,7.1,7,USA,45000000,70001065,Stephen Norrington,
Coach Carter ,Drama,2005,7.2,7,USA,30000000,67253092,Thomas Carter,
Changing Lanes ,Drama,2002,6.5,7,USA,45000000,66790248,Roger Michell,
Anaconda ,Action,1997,4.6,5,USA,45000000,65557989,Luis Llosa,
Coyote Ugly ,Comedy,2000,5.6,6,USA,45000000,60786269,David McNally,
Love Actually ,Comedy,2003,7.7,8,UK,45000000,59365105,Richard Curtis,
A Bug's Life ,Adventure,1998,7.2,7,USA,120000000,162792677,John Lasseter,
From Hell ,Horror,2001,6.8,7,USA,35000000,31598308,Albert Hughes,
The Specialist ,Action,1994,5.4,5,Peru,45000000,57362581,Luis Llosa,
